"term","ontology","ID","Description","total_sig","up_count","down_count","sig_count","consensus"
"MF: volume-sensitive anion channel activity","MF","GO:0005225","volume-sensitive anion channel activity",2,1,1,2,"mixed"
"MF: xenobiotic transmembrane transporter activity","MF","GO:0042910","xenobiotic transmembrane transporter activity",2,1,1,2,"mixed"
"MF: xylosyltransferase activity","MF","GO:0042285","xylosyltransferase activity",2,1,1,2,"mixed"
"BP: 'de novo' post-translational protein folding","BP","GO:0051084","'de novo' post-translational protein folding",1,0,1,1,"down"
"BP: 3'-UTR-mediated mRNA destabilization","BP","GO:0061158","3'-UTR-mediated mRNA destabilization",1,0,1,1,"down"
"BP: 3'-UTR-mediated mRNA stabilization","BP","GO:0070935","3'-UTR-mediated mRNA stabilization",1,0,1,1,"down"
"BP: AMP metabolic process","BP","GO:0046033","AMP metabolic process",1,0,1,1,"down"
"BP: AMPA glutamate receptor clustering","BP","GO:0097113","AMPA glutamate receptor clustering",1,1,0,1,"up"
"BP: ARF protein signal transduction","BP","GO:0032011","ARF protein signal transduction",1,1,0,1,"up"
"BP: ATP transport","BP","GO:0015867","ATP transport",1,1,0,1,"up"
"BP: C21-steroid hormone metabolic process","BP","GO:0008207","C21-steroid hormone metabolic process",1,1,0,1,"up"
"BP: CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation","BP","GO:0002361","CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation",1,1,0,1,"up"
"BP: CD8-positive, alpha-beta T cell differentiation","BP","GO:0043374","CD8-positive, alpha-beta T cell differentiation",1,0,1,1,"down"
"BP: COPII vesicle coating","BP","GO:0048208","COPII vesicle coating",1,0,1,1,"down"
"BP: D-glucose import","BP","GO:0046323","D-glucose import",1,1,0,1,"up"
"BP: DNA modification","BP","GO:0006304","DNA modification",1,1,0,1,"up"
"BP: DNA repair-dependent chromatin remodeling","BP","GO:0140861","DNA repair-dependent chromatin remodeling",1,0,1,1,"down"
"BP: DNA-templated transcription termination","BP","GO:0006353","DNA-templated transcription termination",1,0,1,1,"down"
"BP: ER overload response","BP","GO:0006983","ER overload response",1,0,1,1,"down"
"BP: Fc-gamma receptor signaling pathway involved in phagocytosis","BP","GO:0038096","Fc-gamma receptor signaling pathway involved in phagocytosis",1,0,1,1,"down"
"BP: G protein-coupled acetylcholine receptor signaling pathway","BP","GO:0007213","G protein-coupled acetylcholine receptor signaling pathway",1,1,0,1,"up"
"BP: G protein-coupled dopamine receptor signaling pathway","BP","GO:0007212","G protein-coupled dopamine receptor signaling pathway",1,1,0,1,"up"
"BP: G protein-coupled opioid receptor signaling pathway","BP","GO:0038003","G protein-coupled opioid receptor signaling pathway",1,1,0,1,"up"
"BP: G protein-coupled purinergic nucleotide receptor signaling pathway","BP","GO:0035589","G protein-coupled purinergic nucleotide receptor signaling pathway",1,1,0,1,"up"
"BP: G protein-coupled receptor internalization","BP","GO:0002031","G protein-coupled receptor internalization",1,1,0,1,"up"
"BP: G protein-coupled receptor signaling pathway","BP","GO:0007186","G protein-coupled receptor signaling pathway",1,0,1,1,"down"
"BP: G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger","BP","GO:0007187","G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger",1,1,0,1,"up"
"BP: G1 to G0 transition","BP","GO:0070314","G1 to G0 transition",1,0,1,1,"down"
"BP: GMP biosynthetic process","BP","GO:0006177","GMP biosynthetic process",1,1,0,1,"up"
"BP: GTP metabolic process","BP","GO:0046039","GTP metabolic process",1,1,0,1,"up"
"BP: Golgi ribbon formation","BP","GO:0090161","Golgi ribbon formation",1,0,1,1,"down"
"BP: Golgi to plasma membrane protein transport","BP","GO:0043001","Golgi to plasma membrane protein transport",1,0,1,1,"down"
"BP: Golgi to plasma membrane transport","BP","GO:0006893","Golgi to plasma membrane transport",1,0,1,1,"down"
"BP: Golgi to vacuole transport","BP","GO:0006896","Golgi to vacuole transport",1,0,1,1,"down"
"BP: Golgi vesicle budding","BP","GO:0048194","Golgi vesicle budding",1,1,0,1,"up"
"BP: I-kappaB phosphorylation","BP","GO:0007252","I-kappaB phosphorylation",1,1,0,1,"up"
"BP: IMP biosynthetic process","BP","GO:0006188","IMP biosynthetic process",1,1,0,1,"up"
"BP: IRES-dependent viral translational initiation","BP","GO:0075522","IRES-dependent viral translational initiation",1,0,1,1,"down"
"BP: L-amino acid biosynthetic process","BP","GO:0170034","L-amino acid biosynthetic process",1,0,1,1,"down"
"BP: L-amino acid catabolic process","BP","GO:0170035","L-amino acid catabolic process",1,0,1,1,"down"
"BP: L-aspartate transmembrane transport","BP","GO:0070778","L-aspartate transmembrane transport",1,0,1,1,"down"
"BP: L-glutamate import","BP","GO:0051938","L-glutamate import",1,1,0,1,"up"
"BP: L-glutamate import across plasma membrane","BP","GO:0098712","L-glutamate import across plasma membrane",1,1,0,1,"up"
"BP: L-glutamate transmembrane transport","BP","GO:0015813","L-glutamate transmembrane transport",1,1,0,1,"up"
"BP: L-leucine transport","BP","GO:0015820","L-leucine transport",1,1,0,1,"up"
"BP: L-serine metabolic process","BP","GO:0006563","L-serine metabolic process",1,0,1,1,"down"
"BP: L-tryptophan metabolic process","BP","GO:0006568","L-tryptophan metabolic process",1,1,0,1,"up"
"BP: MDA-5 signaling pathway","BP","GO:0039530","MDA-5 signaling pathway",1,1,0,1,"up"
"BP: N-acetylneuraminate metabolic process","BP","GO:0006054","N-acetylneuraminate metabolic process",1,0,1,1,"down"
"BP: N-glycan processing","BP","GO:0006491","N-glycan processing",1,1,0,1,"up"
"BP: NAD biosynthetic process","BP","GO:0009435","NAD biosynthetic process",1,1,0,1,"up"
"BP: NAD metabolic process","BP","GO:0019674","NAD metabolic process",1,0,1,1,"down"
"BP: NADH oxidation","BP","GO:0006116","NADH oxidation",1,0,1,1,"down"
"BP: NADPH regeneration","BP","GO:0006740","NADPH regeneration",1,0,1,1,"down"
"BP: NK T cell activation","BP","GO:0051132","NK T cell activation",1,1,0,1,"up"
"BP: NK T cell differentiation","BP","GO:0001865","NK T cell differentiation",1,0,1,1,"down"
"BP: NLRP3 inflammasome complex assembly","BP","GO:0044546","NLRP3 inflammasome complex assembly",1,1,0,1,"up"
"BP: Notch receptor processing","BP","GO:0007220","Notch receptor processing",1,0,1,1,"down"
"BP: RISC complex assembly","BP","GO:0070922","RISC complex assembly",1,0,1,1,"down"
"BP: Rab protein signal transduction","BP","GO:0032482","Rab protein signal transduction",1,0,1,1,"down"
"BP: SNARE complex assembly","BP","GO:0035493","SNARE complex assembly",1,0,1,1,"down"
"BP: SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition","BP","GO:0006617","SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition",1,0,1,1,"down"
"BP: Sertoli cell differentiation","BP","GO:0060008","Sertoli cell differentiation",1,1,0,1,"up"
"BP: T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell","BP","GO:0002291","T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell",1,1,0,1,"up"
"BP: T cell mediated immune response to tumor cell","BP","GO:0002424","T cell mediated immune response to tumor cell",1,0,1,1,"down"
"BP: T cell tolerance induction","BP","GO:0002517","T cell tolerance induction",1,1,0,1,"up"
"BP: T follicular helper cell differentiation","BP","GO:0061470","T follicular helper cell differentiation",1,1,0,1,"up"
"BP: T-helper 1 cell differentiation","BP","GO:0045063","T-helper 1 cell differentiation",1,1,0,1,"up"
"BP: TORC2 signaling","BP","GO:0038203","TORC2 signaling",1,1,0,1,"up"
"BP: Toll signaling pathway","BP","GO:0008063","Toll signaling pathway",1,1,0,1,"up"
"BP: UDP-N-acetylglucosamine biosynthetic process","BP","GO:0006048","UDP-N-acetylglucosamine biosynthetic process",1,0,1,1,"down"
"BP: UTP metabolic process","BP","GO:0046051","UTP metabolic process",1,1,0,1,"up"
"BP: actin crosslink formation","BP","GO:0051764","actin crosslink formation",1,1,0,1,"up"
"BP: actin nucleation","BP","GO:0045010","actin nucleation",1,1,0,1,"up"
"BP: action potential propagation","BP","GO:0098870","action potential propagation",1,1,0,1,"up"
"BP: acyl-CoA biosynthetic process","BP","GO:0071616","acyl-CoA biosynthetic process",1,0,1,1,"down"
"BP: adaptive thermogenesis","BP","GO:1990845","adaptive thermogenesis",1,0,1,1,"down"
"BP: adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway","BP","GO:0007193","adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway",1,1,0,1,"up"
"BP: adhesion of symbiont to host","BP","GO:0044406","adhesion of symbiont to host",1,1,0,1,"up"
"BP: adhesion of symbiont to host cell","BP","GO:0044650","adhesion of symbiont to host cell",1,1,0,1,"up"
"BP: adrenal gland development","BP","GO:0030325","adrenal gland development",1,1,0,1,"up"
"BP: adrenergic receptor signaling pathway","BP","GO:0071875","adrenergic receptor signaling pathway",1,1,0,1,"up"
"BP: aggrephagy","BP","GO:0035973","aggrephagy",1,1,0,1,"up"
"BP: alcohol catabolic process","BP","GO:0046164","alcohol catabolic process",1,0,1,1,"down"
"BP: aldehyde biosynthetic process","BP","GO:0046184","aldehyde biosynthetic process",1,1,0,1,"up"
"BP: aldosterone metabolic process","BP","GO:0032341","aldosterone metabolic process",1,1,0,1,"up"
"BP: alkanesulfonate metabolic process","BP","GO:0019694","alkanesulfonate metabolic process",1,0,1,1,"down"
"BP: alpha-amino acid biosynthetic process","BP","GO:1901607","alpha-amino acid biosynthetic process",1,0,1,1,"down"
"BP: alpha-amino acid catabolic process","BP","GO:1901606","alpha-amino acid catabolic process",1,0,1,1,"down"
"BP: alpha-linolenic acid metabolic process","BP","GO:0036109","alpha-linolenic acid metabolic process",1,1,0,1,"up"
"BP: amacrine cell differentiation","BP","GO:0035881","amacrine cell differentiation",1,0,1,1,"down"
"BP: amelogenesis","BP","GO:0097186","amelogenesis",1,0,1,1,"down"
"BP: amino sugar biosynthetic process","BP","GO:0046349","amino sugar biosynthetic process",1,0,1,1,"down"
"BP: amyloid-beta clearance","BP","GO:0097242","amyloid-beta clearance",1,1,0,1,"up"
"BP: anaphase-promoting complex-dependent catabolic process","BP","GO:0031145","anaphase-promoting complex-dependent catabolic process",1,1,0,1,"up"
"BP: animal organ maturation","BP","GO:0048799","animal organ maturation",1,0,1,1,"down"
"BP: anterior/posterior axis specification, embryo","BP","GO:0008595","anterior/posterior axis specification, embryo",1,0,1,1,"down"
"BP: anterograde axonal transport","BP","GO:0008089","anterograde axonal transport",1,0,1,1,"down"
"BP: anterograde dendritic transport","BP","GO:0098937","anterograde dendritic transport",1,1,0,1,"up"
"BP: antiviral innate immune response","BP","GO:0140374","antiviral innate immune response",1,1,0,1,"up"
"BP: aromatic amino acid metabolic process","BP","GO:0009072","aromatic amino acid metabolic process",1,1,0,1,"up"
"BP: aspartate family amino acid metabolic process","BP","GO:0009066","aspartate family amino acid metabolic process",1,0,1,1,"down"
"BP: asymmetric cell division","BP","GO:0008356","asymmetric cell division",1,0,1,1,"down"
"BP: atrial septum morphogenesis","BP","GO:0060413","atrial septum morphogenesis",1,1,0,1,"up"
"BP: atrioventricular canal development","BP","GO:0036302","atrioventricular canal development",1,0,1,1,"down"
"BP: auditory receptor cell morphogenesis","BP","GO:0002093","auditory receptor cell morphogenesis",1,1,0,1,"up"
"BP: auditory receptor cell stereocilium organization","BP","GO:0060088","auditory receptor cell stereocilium organization",1,1,0,1,"up"
"BP: axonal transport of mitochondrion","BP","GO:0019896","axonal transport of mitochondrion",1,1,0,1,"up"
"BP: behavior","BP","GO:0007610","behavior",1,0,1,1,"down"
"BP: behavioral response to pain","BP","GO:0048266","behavioral response to pain",1,1,0,1,"up"
"BP: bile acid and bile salt transport","BP","GO:0015721","bile acid and bile salt transport",1,0,1,1,"down"
"BP: biogenic amine catabolic process","BP","GO:0042402","biogenic amine catabolic process",1,1,0,1,"up"
"BP: blood vessel endothelial cell proliferation involved in sprouting angiogenesis","BP","GO:0002043","blood vessel endothelial cell proliferation involved in sprouting angiogenesis",1,0,1,1,"down"
"BP: bone cell development","BP","GO:0098751","bone cell development",1,0,1,1,"down"
"BP: bone maturation","BP","GO:0070977","bone maturation",1,1,0,1,"up"
"BP: bone trabecula formation","BP","GO:0060346","bone trabecula formation",1,0,1,1,"down"
"BP: branched-chain amino acid transport","BP","GO:0015803","branched-chain amino acid transport",1,1,0,1,"up"
"BP: branching involved in labyrinthine layer morphogenesis","BP","GO:0060670","branching involved in labyrinthine layer morphogenesis",1,0,1,1,"down"
"BP: brown fat cell differentiation","BP","GO:0050873","brown fat cell differentiation",1,0,1,1,"down"
"BP: cAMP metabolic process","BP","GO:0046058","cAMP metabolic process",1,1,0,1,"up"
"BP: cAMP-mediated signaling","BP","GO:0019933","cAMP-mediated signaling",1,1,0,1,"up"
"BP: cGAS/STING signaling pathway","BP","GO:0140896","cGAS/STING signaling pathway",1,1,0,1,"up"
"BP: calcineurin-NFAT signaling cascade","BP","GO:0033173","calcineurin-NFAT signaling cascade",1,1,0,1,"up"
"BP: calcineurin-mediated signaling","BP","GO:0097720","calcineurin-mediated signaling",1,1,0,1,"up"
"BP: calcium ion export across plasma membrane","BP","GO:1990034","calcium ion export across plasma membrane",1,1,0,1,"up"
"BP: calcium ion transmembrane transport via high voltage-gated calcium channel","BP","GO:0061577","calcium ion transmembrane transport via high voltage-gated calcium channel",1,1,0,1,"up"
"BP: camera-type eye photoreceptor cell differentiation","BP","GO:0060219","camera-type eye photoreceptor cell differentiation",1,1,0,1,"up"
"BP: canonical inflammasome complex assembly","BP","GO:0140632","canonical inflammasome complex assembly",1,1,0,1,"up"
"BP: carbohydrate mediated signaling","BP","GO:0009756","carbohydrate mediated signaling",1,1,0,1,"up"
"BP: carbohydrate phosphorylation","BP","GO:0046835","carbohydrate phosphorylation",1,0,1,1,"down"
"BP: cardiac cell fate commitment","BP","GO:0060911","cardiac cell fate commitment",1,0,1,1,"down"
"BP: cardiac chamber formation","BP","GO:0003207","cardiac chamber formation",1,0,1,1,"down"
"BP: cardiac left ventricle morphogenesis","BP","GO:0003214","cardiac left ventricle morphogenesis",1,0,1,1,"down"
"BP: cardiac muscle cell action potential","BP","GO:0086001","cardiac muscle cell action potential",1,0,1,1,"down"
"BP: cardiac muscle cell action potential involved in contraction","BP","GO:0086002","cardiac muscle cell action potential involved in contraction",1,0,1,1,"down"
"BP: cardiac muscle cell apoptotic process","BP","GO:0010659","cardiac muscle cell apoptotic process",1,0,1,1,"down"
"BP: cardiac muscle cell myoblast differentiation","BP","GO:0060379","cardiac muscle cell myoblast differentiation",1,0,1,1,"down"
"BP: cardiac myofibril assembly","BP","GO:0055003","cardiac myofibril assembly",1,0,1,1,"down"
"BP: cardiac right ventricle morphogenesis","BP","GO:0003215","cardiac right ventricle morphogenesis",1,1,0,1,"up"
"BP: cartilage condensation","BP","GO:0001502","cartilage condensation",1,1,0,1,"up"
"BP: caveolin-mediated endocytosis","BP","GO:0072584","caveolin-mediated endocytosis",1,1,0,1,"up"
"BP: cell adhesion molecule production","BP","GO:0060352","cell adhesion molecule production",1,1,0,1,"up"
"BP: cell aggregation","BP","GO:0098743","cell aggregation",1,1,0,1,"up"
"BP: cell fate commitment involved in pattern specification","BP","GO:0060581","cell fate commitment involved in pattern specification",1,0,1,1,"down"
"BP: cell proliferation in forebrain","BP","GO:0021846","cell proliferation in forebrain",1,0,1,1,"down"
"BP: cell proliferation involved in heart morphogenesis","BP","GO:0061323","cell proliferation involved in heart morphogenesis",1,1,0,1,"up"
"BP: cell volume homeostasis","BP","GO:0006884","cell volume homeostasis",1,1,0,1,"up"
"BP: cell-cell adhesion involved in gastrulation","BP","GO:0070586","cell-cell adhesion involved in gastrulation",1,1,0,1,"up"
"BP: cell-cell junction maintenance","BP","GO:0045217","cell-cell junction maintenance",1,1,0,1,"up"
"BP: cell-cell recognition","BP","GO:0009988","cell-cell recognition",1,1,0,1,"up"
"BP: cellular pigment accumulation","BP","GO:0043482","cellular pigment accumulation",1,0,1,1,"down"
"BP: cellular pigmentation","BP","GO:0033059","cellular pigmentation",1,1,0,1,"up"
"BP: cellular response to ATP","BP","GO:0071318","cellular response to ATP",1,1,0,1,"up"
"BP: cellular response to L-leucine","BP","GO:0071233","cellular response to L-leucine",1,0,1,1,"down"
"BP: cellular response to UV-B","BP","GO:0071493","cellular response to UV-B",1,1,0,1,"up"
"BP: cellular response to alkaloid","BP","GO:0071312","cellular response to alkaloid",1,1,0,1,"up"
"BP: cellular response to antibiotic","BP","GO:0071236","cellular response to antibiotic",1,0,1,1,"down"
"BP: cellular response to arsenic-containing substance","BP","GO:0071243","cellular response to arsenic-containing substance",1,0,1,1,"down"
"BP: cellular response to brain-derived neurotrophic factor stimulus","BP","GO:1990416","cellular response to brain-derived neurotrophic factor stimulus",1,1,0,1,"up"
"BP: cellular response to calcium ion","BP","GO:0071277","cellular response to calcium ion",1,0,1,1,"down"
"BP: cellular response to carbohydrate stimulus","BP","GO:0071322","cellular response to carbohydrate stimulus",1,1,0,1,"up"
"BP: cellular response to catecholamine stimulus","BP","GO:0071870","cellular response to catecholamine stimulus",1,1,0,1,"up"
"BP: cellular response to cocaine","BP","GO:0071314","cellular response to cocaine",1,1,0,1,"up"
"BP: cellular response to copper ion","BP","GO:0071280","cellular response to copper ion",1,1,0,1,"up"
"BP: cellular response to fatty acid","BP","GO:0071398","cellular response to fatty acid",1,1,0,1,"up"
"BP: cellular response to fluid shear stress","BP","GO:0071498","cellular response to fluid shear stress",1,1,0,1,"up"
"BP: cellular response to follicle-stimulating hormone stimulus","BP","GO:0071372","cellular response to follicle-stimulating hormone stimulus",1,1,0,1,"up"
"BP: cellular response to growth factor stimulus","BP","GO:0071363","cellular response to growth factor stimulus",1,1,0,1,"up"
"BP: cellular response to interleukin-18","BP","GO:0071351","cellular response to interleukin-18",1,1,0,1,"up"
"BP: cellular response to interleukin-6","BP","GO:0071354","cellular response to interleukin-6",1,1,0,1,"up"
"BP: cellular response to interleukin-7","BP","GO:0098761","cellular response to interleukin-7",1,1,0,1,"up"
"BP: cellular response to leucine starvation","BP","GO:1990253","cellular response to leucine starvation",1,0,1,1,"down"
"BP: cellular response to leukemia inhibitory factor","BP","GO:1990830","cellular response to leukemia inhibitory factor",1,0,1,1,"down"
"BP: cellular response to lipid","BP","GO:0071396","cellular response to lipid",1,1,0,1,"up"
"BP: cellular response to lithium ion","BP","GO:0071285","cellular response to lithium ion",1,1,0,1,"up"
"BP: cellular response to monoamine stimulus","BP","GO:0071868","cellular response to monoamine stimulus",1,1,0,1,"up"
"BP: cellular response to osmotic stress","BP","GO:0071470","cellular response to osmotic stress",1,1,0,1,"up"
"BP: cellular response to oxidised low-density lipoprotein particle stimulus","BP","GO:0140052","cellular response to oxidised low-density lipoprotein particle stimulus",1,1,0,1,"up"
"BP: cellular response to prostaglandin stimulus","BP","GO:0071379","cellular response to prostaglandin stimulus",1,1,0,1,"up"
"BP: cellular response to reactive nitrogen species","BP","GO:1902170","cellular response to reactive nitrogen species",1,1,0,1,"up"
"BP: cellular response to thyroid hormone stimulus","BP","GO:0097067","cellular response to thyroid hormone stimulus",1,1,0,1,"up"
"BP: cellular response to type III interferon","BP","GO:0071358","cellular response to type III interferon",1,1,0,1,"up"
"BP: cellular response to zinc ion","BP","GO:0071294","cellular response to zinc ion",1,0,1,1,"down"
"BP: central nervous system neuron axonogenesis","BP","GO:0021955","central nervous system neuron axonogenesis",1,1,0,1,"up"
"BP: central nervous system projection neuron axonogenesis","BP","GO:0021952","central nervous system projection neuron axonogenesis",1,1,0,1,"up"
"BP: centriole-centriole cohesion","BP","GO:0010457","centriole-centriole cohesion",1,1,0,1,"up"
"BP: centrosome localization","BP","GO:0051642","centrosome localization",1,1,0,1,"up"
"BP: cerebellum development","BP","GO:0021549","cerebellum development",1,0,1,1,"down"
"BP: cerebral cortex neuron differentiation","BP","GO:0021895","cerebral cortex neuron differentiation",1,0,1,1,"down"
"BP: cerebral cortex radial glia-guided migration","BP","GO:0021801","cerebral cortex radial glia-guided migration",1,1,0,1,"up"
"BP: chaperone-mediated autophagy","BP","GO:0061684","chaperone-mediated autophagy",1,1,0,1,"up"
"BP: chaperone-mediated protein folding","BP","GO:0061077","chaperone-mediated protein folding",1,0,1,1,"down"
"BP: chloride ion homeostasis","BP","GO:0055064","chloride ion homeostasis",1,1,0,1,"up"
"BP: chronic inflammatory response","BP","GO:0002544","chronic inflammatory response",1,1,0,1,"up"
"BP: cochlea morphogenesis","BP","GO:0090103","cochlea morphogenesis",1,0,1,1,"down"
"BP: collecting duct development","BP","GO:0072044","collecting duct development",1,0,1,1,"down"
"BP: columnar/cuboidal epithelial cell maturation","BP","GO:0002069","columnar/cuboidal epithelial cell maturation",1,0,1,1,"down"
"BP: commissural neuron axon guidance","BP","GO:0071679","commissural neuron axon guidance",1,0,1,1,"down"
"BP: complement activation, alternative pathway","BP","GO:0006957","complement activation, alternative pathway",1,1,0,1,"up"
"BP: complement receptor mediated signaling pathway","BP","GO:0002430","complement receptor mediated signaling pathway",1,1,0,1,"up"
"BP: copulation","BP","GO:0007620","copulation",1,1,0,1,"up"
"BP: cornea development in camera-type eye","BP","GO:0061303","cornea development in camera-type eye",1,1,0,1,"up"
"BP: coronary vasculature morphogenesis","BP","GO:0060977","coronary vasculature morphogenesis",1,0,1,1,"down"
"BP: cranial nerve structural organization","BP","GO:0021604","cranial nerve structural organization",1,0,1,1,"down"
"BP: craniofacial suture morphogenesis","BP","GO:0097094","craniofacial suture morphogenesis",1,0,1,1,"down"
"BP: cyclic nucleotide biosynthetic process","BP","GO:0009190","cyclic nucleotide biosynthetic process",1,1,0,1,"up"
"BP: cyclic nucleotide metabolic process","BP","GO:0009187","cyclic nucleotide metabolic process",1,1,0,1,"up"
"BP: cyclic purine nucleotide metabolic process","BP","GO:0052652","cyclic purine nucleotide metabolic process",1,1,0,1,"up"
"BP: dendritic cell antigen processing and presentation","BP","GO:0002468","dendritic cell antigen processing and presentation",1,1,0,1,"up"
"BP: dendritic cell cytokine production","BP","GO:0002371","dendritic cell cytokine production",1,1,0,1,"up"
"BP: dendritic spine maintenance","BP","GO:0097062","dendritic spine maintenance",1,0,1,1,"down"
"BP: dense core granule localization","BP","GO:0032253","dense core granule localization",1,1,0,1,"up"
"BP: deoxyribonucleoside monophosphate metabolic process","BP","GO:0009162","deoxyribonucleoside monophosphate metabolic process",1,1,0,1,"up"
"BP: dephosphorylation","BP","GO:0016311","dephosphorylation",1,1,0,1,"up"
"BP: dermatan sulfate proteoglycan metabolic process","BP","GO:0050655","dermatan sulfate proteoglycan metabolic process",1,1,0,1,"up"
"BP: detection of chemical stimulus involved in sensory perception","BP","GO:0050907","detection of chemical stimulus involved in sensory perception",1,0,1,1,"down"
"BP: detection of chemical stimulus involved in sensory perception of bitter taste","BP","GO:0001580","detection of chemical stimulus involved in sensory perception of bitter taste",1,0,1,1,"down"
"BP: detection of chemical stimulus involved in sensory perception of smell","BP","GO:0050911","detection of chemical stimulus involved in sensory perception of smell",1,0,1,1,"down"
"BP: detection of chemical stimulus involved in sensory perception of taste","BP","GO:0050912","detection of chemical stimulus involved in sensory perception of taste",1,0,1,1,"down"
"BP: detection of light stimulus involved in sensory perception","BP","GO:0050962","detection of light stimulus involved in sensory perception",1,1,0,1,"up"
"BP: detection of light stimulus involved in visual perception","BP","GO:0050908","detection of light stimulus involved in visual perception",1,1,0,1,"up"
"BP: detection of molecule of bacterial origin","BP","GO:0032490","detection of molecule of bacterial origin",1,1,0,1,"up"
"BP: detection of stimulus involved in sensory perception","BP","GO:0050906","detection of stimulus involved in sensory perception",1,0,1,1,"down"
"BP: determination of adult lifespan","BP","GO:0008340","determination of adult lifespan",1,1,0,1,"up"
"BP: diacylglycerol metabolic process","BP","GO:0046339","diacylglycerol metabolic process",1,1,0,1,"up"
"BP: dicarboxylic acid transport","BP","GO:0006835","dicarboxylic acid transport",1,1,0,1,"up"
"BP: diol metabolic process","BP","GO:0034311","diol metabolic process",1,1,0,1,"up"
"BP: dolichol metabolic process","BP","GO:0019348","dolichol metabolic process",1,0,1,1,"down"
"BP: dopamine biosynthetic process","BP","GO:0042416","dopamine biosynthetic process",1,1,0,1,"up"
"BP: dorsal spinal cord development","BP","GO:0021516","dorsal spinal cord development",1,0,1,1,"down"
"BP: dorsal/ventral neural tube patterning","BP","GO:0021904","dorsal/ventral neural tube patterning",1,0,1,1,"down"
"BP: dosage compensation by inactivation of X chromosome","BP","GO:0009048","dosage compensation by inactivation of X chromosome",1,0,1,1,"down"
"BP: doxorubicin metabolic process","BP","GO:0044598","doxorubicin metabolic process",1,0,1,1,"down"
"BP: early endosome to Golgi transport","BP","GO:0034498","early endosome to Golgi transport",1,0,1,1,"down"
"BP: eating behavior","BP","GO:0042755","eating behavior",1,1,0,1,"up"
"BP: embryonic camera-type eye formation","BP","GO:0060900","embryonic camera-type eye formation",1,0,1,1,"down"
"BP: embryonic digestive tract development","BP","GO:0048566","embryonic digestive tract development",1,1,0,1,"up"
"BP: embryonic skeletal joint morphogenesis","BP","GO:0060272","embryonic skeletal joint morphogenesis",1,0,1,1,"down"
"BP: enamel mineralization","BP","GO:0070166","enamel mineralization",1,0,1,1,"down"
"BP: endocytosis involved in viral entry into host cell","BP","GO:0075509","endocytosis involved in viral entry into host cell",1,1,0,1,"up"
"BP: endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","BP","GO:0000479","endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",1,0,1,1,"down"
"BP: endosomal lumen acidification","BP","GO:0048388","endosomal lumen acidification",1,0,1,1,"down"
"BP: endosomal vesicle fusion","BP","GO:0034058","endosomal vesicle fusion",1,0,1,1,"down"
"BP: endosome to lysosome transport via multivesicular body sorting pathway","BP","GO:0032510","endosome to lysosome transport via multivesicular body sorting pathway",1,0,1,1,"down"
"BP: endosome to plasma membrane protein transport","BP","GO:0099638","endosome to plasma membrane protein transport",1,1,0,1,"up"
"BP: endothelial tube morphogenesis","BP","GO:0061154","endothelial tube morphogenesis",1,1,0,1,"up"
"BP: endothelin receptor signaling pathway","BP","GO:0086100","endothelin receptor signaling pathway",1,1,0,1,"up"
"BP: energy reserve metabolic process","BP","GO:0006112","energy reserve metabolic process",1,0,1,1,"down"
"BP: enteric nervous system development","BP","GO:0048484","enteric nervous system development",1,1,0,1,"up"
"BP: enteroendocrine cell differentiation","BP","GO:0035883","enteroendocrine cell differentiation",1,1,0,1,"up"
"BP: epithelial cell maturation","BP","GO:0002070","epithelial cell maturation",1,0,1,1,"down"
"BP: epithelial fluid transport","BP","GO:0042045","epithelial fluid transport",1,1,0,1,"up"
"BP: epithelial to mesenchymal transition involved in endocardial cushion formation","BP","GO:0003198","epithelial to mesenchymal transition involved in endocardial cushion formation",1,0,1,1,"down"
"BP: erythrocyte development","BP","GO:0048821","erythrocyte development",1,1,0,1,"up"
"BP: erythrocyte maturation","BP","GO:0043249","erythrocyte maturation",1,1,0,1,"up"
"BP: erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process","BP","GO:1902222","erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process",1,1,0,1,"up"
"BP: erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process","BP","GO:1902221","erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process",1,1,0,1,"up"
"BP: establishment of T cell polarity","BP","GO:0001768","establishment of T cell polarity",1,0,1,1,"down"
"BP: establishment of apical/basal cell polarity","BP","GO:0035089","establishment of apical/basal cell polarity",1,1,0,1,"up"
"BP: establishment of epithelial cell apical/basal polarity","BP","GO:0045198","establishment of epithelial cell apical/basal polarity",1,0,1,1,"down"
