"term","ontology","ID","Description","sig_count","up_count","down_count","mean_NES","sd_NES","mean_up_NES","sd_up_NES","mean_down_NES","sd_down_NES","consensus"
"BP: stress-activated MAPK cascade","BP","GO:0051403","stress-activated MAPK cascade",3,2,1,0.511788897954466,2.10613264965334,1.72745695435947,0.067056212914967,-1.91954721485554,NA,"mixed"
"BP: regulation of telomere maintenance via telomere lengthening","BP","GO:1904356","regulation of telomere maintenance via telomere lengthening",3,1,2,-0.612232951258191,2.02652897268931,1.72700169840393,NA,-1.78185027608925,0.0749081773143773,"mixed"
"BP: regulation of protein import into nucleus","BP","GO:0042306","regulation of protein import into nucleus",3,1,2,-0.550527286443288,1.97868993842083,1.72692452881708,NA,-1.68925319407347,0.22415973895096,"mixed"
"BP: negative regulation of actin filament depolymerization","BP","GO:0030835","negative regulation of actin filament depolymerization",3,3,0,1.72643370306685,0.0189742633085113,1.72643370306685,0.0189742633085113,NA,NA,"up"
"BP: terpenoid metabolic process","BP","GO:0006721","terpenoid metabolic process",3,3,0,1.72581899551933,0.22919450980486,1.72581899551933,0.22919450980486,NA,NA,"up"
"BP: embryonic pattern specification","BP","GO:0009880","embryonic pattern specification",3,2,1,0.586206112846017,1.98226200474259,1.72550817274267,0.265838689403251,-1.69239800694729,NA,"mixed"
"BP: renal protein absorption","BP","GO:0097017","renal protein absorption",3,3,0,1.72536512624928,0.0491132875310133,1.72536512624928,0.0491132875310133,NA,NA,"up"
"BP: immunoglobulin production","BP","GO:0002377","immunoglobulin production",3,2,1,0.615420616408667,1.93094936294127,1.72510058182168,0.262284446074281,-1.60393931441735,NA,"mixed"
"BP: unsaturated fatty acid metabolic process","BP","GO:0033559","unsaturated fatty acid metabolic process",3,3,0,1.72503106761185,0.196803709706109,1.72503106761185,0.196803709706109,NA,NA,"up"
"BP: calcium ion import","BP","GO:0070509","calcium ion import",3,2,1,0.637506420821642,1.88274756359508,1.72438029006249,0.0413271171860514,-1.53624131766006,NA,"mixed"
"BP: tertiary alcohol metabolic process","BP","GO:1902644","tertiary alcohol metabolic process",3,2,1,0.593603095283158,1.96135712664404,1.7243329451405,0.150145250754739,-1.66785660443154,NA,"mixed"
"CC: transcription repressor complex","CC","GO:0017053","transcription repressor complex",3,1,2,-0.630206625147305,2.04259054830565,1.72344173461151,NA,-1.80703080502671,0.186712061640727,"mixed"
"BP: intracellular pH reduction","BP","GO:0051452","intracellular pH reduction",3,1,2,-0.579971004636751,1.99584488890883,1.72309835168613,NA,-1.73150568279819,0.102960920337696,"mixed"
"BP: bone growth","BP","GO:0098868","bone growth",3,2,1,0.539264527135245,2.04984056393483,1.72272340732434,0.0155932201532884,-1.82765323324295,NA,"mixed"
"BP: cGMP-mediated signaling","BP","GO:0019934","cGMP-mediated signaling",3,3,0,1.72262215643766,0.106625351530254,1.72262215643766,0.106625351530254,NA,NA,"up"
"BP: protein localization to microtubule organizing center","BP","GO:1905508","protein localization to microtubule organizing center",3,1,2,-0.745295884205006,2.13740400891796,1.72199908851275,NA,-1.97894337056389,0.075333067637523,"mixed"
"MF: E-box binding","MF","GO:0070888","E-box binding",3,1,2,-0.517733373653175,1.93959656981683,1.72191845144637,NA,-1.63755928620295,0.00304315343824879,"mixed"
"BP: regulation of cholesterol storage","BP","GO:0010885","regulation of cholesterol storage",3,3,0,1.72128038205117,0.0270346360089549,1.72128038205117,0.0270346360089549,NA,NA,"up"
"BP: response to dopamine","BP","GO:1903350","response to dopamine",3,2,1,0.592232431796424,1.960235048835,1.72110738831455,0.19720772966469,-1.66551748123983,NA,"mixed"
"MF: ATP-dependent DNA damage sensor activity","MF","GO:0140664","ATP-dependent DNA damage sensor activity",3,1,2,-0.654432185391805,2.05902511395207,1.72106902973158,NA,-1.8421827929535,0.121077682467169,"mixed"
"BP: axon ensheathment in central nervous system","BP","GO:0032291","axon ensheathment in central nervous system",3,3,0,1.72078695653644,0.156781403392075,1.72078695653644,0.156781403392075,NA,NA,"up"
"BP: central nervous system myelination","BP","GO:0022010","central nervous system myelination",3,3,0,1.72078695653644,0.156781403392075,1.72078695653644,0.156781403392075,NA,NA,"up"
"BP: positive regulation of muscle cell differentiation","BP","GO:0051149","positive regulation of muscle cell differentiation",3,2,1,0.602106336697845,1.93800087154525,1.72037198616977,0.0926627189712608,-1.634424962246,NA,"mixed"
"BP: positive regulation of chemokine (C-X-C motif) ligand 2 production","BP","GO:2000343","positive regulation of chemokine (C-X-C motif) ligand 2 production",3,3,0,1.71982836445684,0.0198036439961107,1.71982836445684,0.0198036439961107,NA,NA,"up"
"MF: oligopeptide transmembrane transporter activity","MF","GO:0035673","oligopeptide transmembrane transporter activity",3,2,1,0.579044905790323,1.97624224549286,1.71970509505641,0.0665794373815407,-1.70227547274185,NA,"mixed"
"BP: specification of animal organ identity","BP","GO:0010092","specification of animal organ identity",3,1,2,-0.563860088336308,1.98157631795326,1.71721048325673,NA,-1.70439537413283,0.219920392107582,"mixed"
"BP: hematopoietic or lymphoid organ development","BP","GO:0048534","hematopoietic or lymphoid organ development",3,2,1,0.635959217266427,1.87841667939419,1.71631791248514,0.232053831781563,-1.524758173171,NA,"mixed"
"BP: regulation of macrophage derived foam cell differentiation","BP","GO:0010743","regulation of macrophage derived foam cell differentiation",3,2,1,0.525842522037703,2.06097131183815,1.71541528911337,0.0685950977208755,-1.85330301211364,NA,"mixed"
"BP: establishment of cell polarity","BP","GO:0030010","establishment of cell polarity",3,2,1,0.524447123559005,2.07022652121846,1.71500283031063,0.259110696497466,-1.85666428994425,NA,"mixed"
"BP: ribonucleoside monophosphate biosynthetic process","BP","GO:0009156","ribonucleoside monophosphate biosynthetic process",3,1,2,-0.597281231174161,2.00550510655683,1.71436542332381,NA,-1.75310455842314,0.16892626194179,"mixed"
"BP: cellular response to oxygen radical","BP","GO:0071450","cellular response to oxygen radical",3,2,1,0.524064830562903,2.0608945938136,1.71392286745254,0.000407326670897488,-1.85565124321638,NA,"mixed"
"BP: cellular response to superoxide","BP","GO:0071451","cellular response to superoxide",3,2,1,0.524064830562903,2.0608945938136,1.71392286745254,0.000407326670897488,-1.85565124321638,NA,"mixed"
"BP: cochlea development","BP","GO:0090102","cochlea development",3,3,0,1.71312639960885,0.153147870241748,1.71312639960885,0.153147870241748,NA,NA,"up"
"BP: aorta morphogenesis","BP","GO:0035909","aorta morphogenesis",3,2,1,0.461675266065432,2.16727989956294,1.71292485351609,0.021240186589217,-2.04082390883589,NA,"mixed"
"BP: response to aldosterone","BP","GO:1904044","response to aldosterone",3,1,2,-0.575031472876739,1.98160555353458,1.71290123706748,NA,-1.71899782784885,0.0395854992281989,"mixed"
"BP: nucleobase-containing small molecule biosynthetic process","BP","GO:0034404","nucleobase-containing small molecule biosynthetic process",3,2,1,0.592084148773558,1.94076073078165,1.71244808124607,0.0425720703827634,-1.64864371617146,NA,"mixed"
"BP: nucleoside biosynthetic process","BP","GO:0009163","nucleoside biosynthetic process",3,2,1,0.592084148773558,1.94076073078165,1.71244808124607,0.0425720703827634,-1.64864371617146,NA,"mixed"
"MF: calcium-dependent protein binding","MF","GO:0048306","calcium-dependent protein binding",3,3,0,1.71231368301907,0.0909796563783223,1.71231368301907,0.0909796563783223,NA,NA,"up"
"BP: substrate-dependent cell migration","BP","GO:0006929","substrate-dependent cell migration",3,2,1,0.503083051700224,2.09758487853503,1.71209434774202,0.171682152764083,-1.91493954038336,NA,"mixed"
"MF: transmembrane transporter binding","MF","GO:0044325","transmembrane transporter binding",3,3,0,1.71159076534597,0.0256703827885074,1.71159076534597,0.0256703827885074,NA,NA,"up"
"BP: glomerular mesangium development","BP","GO:0072109","glomerular mesangium development",3,2,1,0.544801842315432,2.02206853577911,1.71152119011115,0.100588804797719,-1.788636853276,NA,"mixed"
"BP: single stranded viral RNA replication via double stranded DNA intermediate","BP","GO:0039692","single stranded viral RNA replication via double stranded DNA intermediate",3,1,2,-0.607501265046089,2.01020953222344,1.71134385261091,NA,-1.76692382387459,0.127752523894679,"mixed"
"BP: hindbrain morphogenesis","BP","GO:0021575","hindbrain morphogenesis",3,1,2,-0.575588521038438,1.98469696725978,1.711033861915,NA,-1.71889971251516,0.18729981410784,"mixed"
"BP: negative regulation of intracellular steroid hormone receptor signaling pathway","BP","GO:0033144","negative regulation of intracellular steroid hormone receptor signaling pathway",3,2,1,0.600996614327637,1.92300799584144,1.70857159888982,0.188640996532486,-1.61415335479672,NA,"mixed"
"CC: brush border membrane","CC","GO:0031526","brush border membrane",3,2,1,0.52698729256011,2.04630308857785,1.7083901732108,0.0208821020994379,-1.83581846874126,NA,"mixed"
"BP: prostanoid metabolic process","BP","GO:0006692","prostanoid metabolic process",3,3,0,1.70762648223219,0.163846966855102,1.70762648223219,0.163846966855102,NA,NA,"up"
"MF: acetyltransferase activity","MF","GO:0016407","acetyltransferase activity",3,1,2,-0.57635184176845,1.97839631580409,1.70613845898548,NA,-1.71759699214542,0.116021572221579,"mixed"
"BP: D-glucose transmembrane transport","BP","GO:1904659","D-glucose transmembrane transport",3,2,1,0.613721758795941,1.90188825315003,1.70549328741476,0.287345490175262,-1.5698212984417,NA,"mixed"
"BP: steroid biosynthetic process","BP","GO:0006694","steroid biosynthetic process",3,2,1,0.668321577578883,1.82251423230693,1.70539557253476,0.435868590104985,-1.40582641233288,NA,"mixed"
"BP: cardiac neural crest cell development involved in outflow tract morphogenesis","BP","GO:0061309","cardiac neural crest cell development involved in outflow tract morphogenesis",3,1,2,-0.607078454626247,2.00238274766212,1.70506972581075,NA,-1.76315254484475,0.00543358285524806,"mixed"
"BP: protein localization to early endosome","BP","GO:1902946","protein localization to early endosome",3,3,0,1.70496747173497,0.0508061783579142,1.70496747173497,0.0508061783579142,NA,NA,"up"
"BP: organ induction","BP","GO:0001759","organ induction",3,3,0,1.70492203417477,0.0911946497931836,1.70492203417477,0.0911946497931836,NA,NA,"up"
"BP: response to tumor cell","BP","GO:0002347","response to tumor cell",3,3,0,1.70451980448665,0.0540915850492938,1.70451980448665,0.0540915850492938,NA,NA,"up"
"BP: hexose transmembrane transport","BP","GO:0008645","hexose transmembrane transport",3,2,1,0.604912590913418,1.91074894271324,1.70443847892535,0.2194993706344,-1.59413918511045,NA,"mixed"
"MF: proton channel activity","MF","GO:0015252","proton channel activity",3,1,2,-0.744225837892143,2.12534345022772,1.70360694463512,NA,-1.96814222915578,0.215270913104688,"mixed"
"BP: hippocampus development","BP","GO:0021766","hippocampus development",3,1,2,-0.644407860926212,2.03348414136342,1.7022057809708,NA,-1.81771468187472,0.101104549092943,"mixed"
"BP: amyloid fibril formation","BP","GO:1990000","amyloid fibril formation",3,1,2,-0.643238437457212,2.03113511091169,1.70195097824649,NA,-1.81583314530906,0.0339055196616696,"mixed"
"BP: protein N-linked glycosylation via asparagine","BP","GO:0018279","protein N-linked glycosylation via asparagine",3,1,2,-0.681079128466346,2.06431054182359,1.70178485086212,NA,-1.87251111813058,0.0754646287760662,"mixed"
"BP: regulation of single stranded viral RNA replication via double stranded DNA intermediate","BP","GO:0045091","regulation of single stranded viral RNA replication via double stranded DNA intermediate",3,1,2,-0.538384943848426,1.94034381745892,1.7015384498203,NA,-1.65834664068279,0.0631113749291999,"mixed"
"BP: retinoid metabolic process","BP","GO:0001523","retinoid metabolic process",3,3,0,1.70002937218191,0.137519764067728,1.70002937218191,0.137519764067728,NA,NA,"up"
"MF: amino acid transmembrane transporter activity","MF","GO:0015171","amino acid transmembrane transporter activity",3,1,2,-0.607642347711351,1.99826370856018,1.69973669942598,NA,-1.76133187128002,0.0108902316243237,"mixed"
"BP: cellular response to hepatocyte growth factor stimulus","BP","GO:0035729","cellular response to hepatocyte growth factor stimulus",3,1,2,-0.550001059925772,1.94760624551996,1.69889996599993,NA,-1.67445157288862,0.00253743221349279,"mixed"
"MF: L-amino acid transmembrane transporter activity","MF","GO:0015179","L-amino acid transmembrane transporter activity",3,2,1,0.443346288944766,2.17296409951265,1.69785051397221,0.0293402772903271,-2.06566216111012,NA,"mixed"
"BP: amide biosynthetic process","BP","GO:0043604","amide biosynthetic process",3,2,1,0.67024641264151,1.77968432931311,1.69725291245968,0.0780930214088169,-1.38376658699482,NA,"mixed"
"BP: regulation of cytosolic calcium ion concentration","BP","GO:0051480","regulation of cytosolic calcium ion concentration",3,3,0,1.69708613622288,0.177654532808827,1.69708613622288,0.177654532808827,NA,NA,"up"
"MF: transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential","MF","GO:1904315","transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential",3,1,2,-0.6448892040771,2.02883473918257,1.69700020019715,NA,-1.81583390621423,0.0753115200349282,"mixed"
"BP: negative regulation of axonogenesis","BP","GO:0050771","negative regulation of axonogenesis",3,2,1,0.591364285305292,1.91804449651524,1.69673279206622,0.163560896278868,-1.61937272821656,NA,"mixed"
"BP: positive regulation of interleukin-13 production","BP","GO:0032736","positive regulation of interleukin-13 production",3,3,0,1.6962253510647,0.115944330946646,1.6962253510647,0.115944330946646,NA,NA,"up"
"BP: positive regulation of lipid metabolic process","BP","GO:0045834","positive regulation of lipid metabolic process",3,3,0,1.69563495590505,0.16884476660688,1.69563495590505,0.16884476660688,NA,NA,"up"
"BP: lysosomal lumen acidification","BP","GO:0007042","lysosomal lumen acidification",3,2,1,0.550986895898879,1.98227507211865,1.69544541654074,0.0108208256335696,-1.73793014538485,NA,"mixed"
