"term","ontology","ID","Description","sig_count","up_count","down_count","mean_NES","sd_NES","mean_up_NES","sd_up_NES","mean_down_NES","sd_down_NES","consensus"
"CC: cell-cell junction","CC","GO:0005911","cell-cell junction",13,9,4,0.587558917108612,1.68441028363543,1.65961810060874,0.198926138040892,-1.82457424576667,0.194027109893863,"mixed"
"MF: signaling receptor activator activity","MF","GO:0030546","signaling receptor activator activity",13,9,4,0.639509125156317,1.61023308239439,1.65825859122583,0.289716294423256,-1.65267717350008,0.168914498162595,"mixed"
"CC: neuron to neuron synapse","CC","GO:0098984","neuron to neuron synapse",13,8,5,0.407626290252294,1.6633818157614,1.65556081938387,0.322331456654832,-1.58906895635823,0.143266843030204,"mixed"
"BP: epithelial cell proliferation","BP","GO:0050673","epithelial cell proliferation",13,8,5,0.364855377542171,1.71289302278102,1.65199420945286,0.213312764067745,-1.69456675351492,0.327721372649551,"mixed"
"BP: positive regulation of phosphorylation","BP","GO:0042327","positive regulation of phosphorylation",13,7,6,0.162938806196215,1.67976430676323,1.64484748871359,0.20945876271599,-1.56595465674072,0.240520533542916,"mixed"
"CC: postsynaptic density","CC","GO:0014069","postsynaptic density",13,8,5,0.390313703041149,1.66846333543668,1.64004560446861,0.342215764243064,-1.6092573392428,0.157636485319917,"mixed"
"CC: asymmetric synapse","CC","GO:0032279","asymmetric synapse",13,8,5,0.388180160780822,1.66921858016521,1.63948224791057,0.334539312288892,-1.61390317862678,0.145196732443056,"mixed"
"BP: cardiac muscle tissue development","BP","GO:0048738","cardiac muscle tissue development",13,6,7,-0.171291444158572,1.75632010228983,1.63871217433144,0.212346434723854,-1.72272311715001,0.218024590883567,"mixed"
"BP: leukocyte cell-cell adhesion","BP","GO:0007159","leukocyte cell-cell adhesion",13,7,6,0.104240520143006,1.73898908252859,1.63297054588578,0.332554231220141,-1.67927784322357,0.190109175781637,"mixed"
"BP: positive regulation of MAPK cascade","BP","GO:0043410","positive regulation of MAPK cascade",13,8,5,0.371294402938992,1.66809896062246,1.63051614487399,0.166795968314629,-1.643460384157,0.231626866052518,"mixed"
"BP: positive regulation of protein phosphorylation","BP","GO:0001934","positive regulation of protein phosphorylation",13,8,5,0.379974918425867,1.65957668208135,1.62946597357225,0.226993967800961,-1.61921076980834,0.232439819761248,"mixed"
"BP: negative regulation of locomotion","BP","GO:0040013","negative regulation of locomotion",13,8,5,0.338911530670979,1.67964397281902,1.6091286506743,0.188405713338949,-1.69343586133434,0.107444928736951,"mixed"
"BP: blood circulation","BP","GO:0008015","blood circulation",13,8,5,0.361732668806175,1.64904229700432,1.60756979702202,0.172273026910758,-1.63160673633918,0.187382547379312,"mixed"
"BP: regulation of membrane potential","BP","GO:0042391","regulation of membrane potential",13,8,5,0.412133674392933,1.56123552554001,1.59402185523182,0.15056033438996,-1.47888741494928,0.0950214669411496,"mixed"
"BP: cellular response to peptide hormone stimulus","BP","GO:0071375","cellular response to peptide hormone stimulus",13,8,5,0.347436745882712,1.61735497506894,1.57271628469339,0.134003528107434,-1.61301051621438,0.0963065971281552,"mixed"
"BP: response to peptide hormone","BP","GO:0043434","response to peptide hormone",13,8,5,0.354507093758757,1.60680982259035,1.572125479563,0.107047007439713,-1.59368232352804,0.126366474323423,"mixed"
"BP: ribonucleoprotein complex biogenesis","BP","GO:0022613","ribonucleoprotein complex biogenesis",13,3,10,-1.09803243870584,1.56444992340958,1.54993805080673,0.141694473114364,-1.89242358555961,0.469523638603586,"mixed"
"BP: regulation of autophagy","BP","GO:0010506","regulation of autophagy",13,6,7,-0.2025673201087,1.66675458255836,1.51490922614068,0.157605086715716,-1.67469007403674,0.239541682186818,"mixed"
"BP: macroautophagy","BP","GO:0016236","macroautophagy",13,7,6,-0.00545451103927985,1.71776301580272,1.50696009438514,0.128774122629974,-1.76993821736777,0.35123172500819,"mixed"
"CC: condensed chromosome","CC","GO:0000793","condensed chromosome",12,4,8,-0.576276123606547,2.09531982542929,2.21696209652371,0.455603943332474,-1.97289523367168,0.35014558059844,"mixed"
"CC: condensed chromosome, centromeric region","CC","GO:0000779","condensed chromosome, centromeric region",12,4,8,-0.556411328983327,2.07527318554191,2.21040866967412,0.467333812024896,-1.93982132831205,0.335386053784442,"mixed"
"BP: chromosome segregation","BP","GO:0007059","chromosome segregation",12,5,7,-0.292887248591496,2.12422895450741,2.07093899954991,0.550445162796476,-1.9813345686925,0.297075334877273,"mixed"
"MF: integrin binding","MF","GO:0005178","integrin binding",12,7,5,0.323857407890525,2.13227252380594,2.02537230410004,0.347411800052981,-2.05826344680279,0.403022361251395,"mixed"
"BP: nucleosome organization","BP","GO:0034728","nucleosome organization",12,7,5,0.272507046054819,2.19329035594218,2.0127392237656,0.43489746906064,-2.16381800274028,0.475310068606299,"mixed"
"BP: cell cycle checkpoint signaling","BP","GO:0000075","cell cycle checkpoint signaling",12,5,7,-0.260581829566923,2.02049061519854,1.99155681102766,0.468897568161236,-1.86925228713448,0.303138884506299,"mixed"
"BP: mitotic cell cycle checkpoint signaling","BP","GO:0007093","mitotic cell cycle checkpoint signaling",12,5,7,-0.299550515815686,2.03931639712623,1.97630239383672,0.46226617899165,-1.92515973699598,0.287632650771068,"mixed"
"CC: nuclear chromosome","CC","GO:0000228","nuclear chromosome",12,4,8,-0.619755354304075,1.92545279846615,1.93249394594368,0.481267309366212,-1.89588000442795,0.378406368386447,"mixed"
"BP: wound healing","BP","GO:0042060","wound healing",12,8,4,0.586062292889984,2.00410783999498,1.92637698050077,0.35114449486326,-2.0945670823316,0.260237263478383,"mixed"
"BP: negative regulation of cell cycle phase transition","BP","GO:1901988","negative regulation of cell cycle phase transition",12,5,7,-0.270447901599597,1.94934061055732,1.89972474792469,0.437259620605814,-1.82057122268838,0.333169189901842,"mixed"
"MF: protein heterodimerization activity","MF","GO:0046982","protein heterodimerization activity",12,6,6,0.1616508369871,1.81933365784239,1.89287846625584,0.278266867720311,-1.56957679228164,0.106558006422901,"mixed"
"BP: negative regulation of cell cycle process","BP","GO:0010948","negative regulation of cell cycle process",12,5,7,-0.281909050040066,1.94753677480171,1.88389812642551,0.450074915392307,-1.82891417608691,0.342891385898071,"mixed"
"CC: respiratory chain complex","CC","GO:0098803","respiratory chain complex",12,6,6,-0.222387838087104,2.23940202089424,1.87675269241343,0.226085885200429,-2.32152836858763,0.63747467151601,"mixed"
"BP: double-strand break repair","BP","GO:0006302","double-strand break repair",12,4,8,-0.559085157857694,1.82906421309515,1.86201309166342,0.481699661512885,-1.76963428261825,0.365245662371602,"mixed"
"BP: regulation of mitotic cell cycle phase transition","BP","GO:1901990","regulation of mitotic cell cycle phase transition",12,5,7,-0.320350408212715,1.94018313989218,1.84403800760588,0.480345957173665,-1.86634213379742,0.234864799251612,"mixed"
"BP: leukocyte chemotaxis","BP","GO:0030595","leukocyte chemotaxis",12,7,5,0.37507377446488,1.83344580642487,1.84031689152621,0.362428989159318,-1.67626658942098,0.173264217138093,"mixed"
"MF: glycosaminoglycan binding","MF","GO:0005539","glycosaminoglycan binding",12,8,4,0.614251782873074,1.81373544062497,1.8376377372007,0.144448379173282,-1.83252012578218,0.19982055011266,"mixed"
"BP: regulation of cell cycle phase transition","BP","GO:1901987","regulation of cell cycle phase transition",12,5,7,-0.305287781373181,1.91904432820344,1.83756754913815,0.45172660592909,-1.83589873173842,0.236389775773332,"mixed"
"BP: leukocyte proliferation","BP","GO:0070661","leukocyte proliferation",12,6,6,0.0387420002522056,1.89986188731168,1.83725210960669,0.357058980890764,-1.75976810910228,0.224101833494148,"mixed"
"MF: heparin binding","MF","GO:0008201","heparin binding",12,8,4,0.608233330281601,1.81488712699016,1.83110170137786,0.159615800608506,-1.83750341191092,0.233708095402656,"mixed"
"BP: mitotic cell cycle phase transition","BP","GO:0044772","mitotic cell cycle phase transition",12,5,7,-0.32916638386175,1.92683197176292,1.81944662561429,0.488482588714939,-1.86388996205892,0.229023437958702,"mixed"
"CC: cytoplasmic vesicle lumen","CC","GO:0060205","cytoplasmic vesicle lumen",12,8,4,0.60425460400228,1.81470395905329,1.81146786954816,0.387386928794231,-1.81017192708947,0.256542249020632,"mixed"
"CC: secretory granule lumen","CC","GO:0034774","secretory granule lumen",12,8,4,0.5993448931304,1.80857924057697,1.801413943924,0.395001793381694,-1.80479320845681,0.263996576658529,"mixed"
"BP: regulation of body fluid levels","BP","GO:0050878","regulation of body fluid levels",12,7,5,0.296428934735835,1.87708901236964,1.79567702131196,0.317044091826255,-1.80251838647074,0.313400688121056,"mixed"
"BP: actomyosin structure organization","BP","GO:0031032","actomyosin structure organization",12,8,4,0.614474451908028,1.751570800422,1.7877933134113,0.280125534165785,-1.73216327109852,0.229825394111056,"mixed"
"BP: mononuclear cell migration","BP","GO:0071674","mononuclear cell migration",12,8,4,0.594238372267576,1.78176317749275,1.77963487560621,0.392132558045752,-1.77655463440969,0.200954176156495,"mixed"
"CC: endocytic vesicle membrane","CC","GO:0030666","endocytic vesicle membrane",12,7,5,0.299313322095999,1.80893602969527,1.75242845540405,0.279345938565304,-1.73504786453526,0.114682073106698,"mixed"
"BP: regulation of mitotic cell cycle","BP","GO:0007346","regulation of mitotic cell cycle",12,5,7,-0.294506930092796,1.84464237562107,1.74878945664963,0.526998613280603,-1.75400434919453,0.29794312790147,"mixed"
"MF: peptidase regulator activity","MF","GO:0061134","peptidase regulator activity",12,9,3,0.813340366961908,1.68673501257951,1.73964483570282,0.183255108773119,-1.96557303926082,0.262418247277445,"mixed"
"BP: regulation of DNA metabolic process","BP","GO:0051052","regulation of DNA metabolic process",12,4,8,-0.532562551965723,1.70837487406323,1.73902803307166,0.500188649148576,-1.66835784448442,0.236849271913597,"mixed"
"BP: regulation of vasculature development","BP","GO:1901342","regulation of vasculature development",12,7,5,0.26740733486399,1.83558533678435,1.73699033969262,0.284122196947664,-1.7900088718961,0.272134884864694,"mixed"
"BP: muscle organ development","BP","GO:0007517","muscle organ development",12,7,5,0.312389455288182,1.74488982730433,1.71513201253893,0.201431289240215,-1.65145012486286,0.21820973954323,"mixed"
"BP: regulation of angiogenesis","BP","GO:0045765","regulation of angiogenesis",12,7,5,0.258259204778527,1.81870465514998,1.71434774886765,0.286291091672465,-1.78026475694624,0.261496015293198,"mixed"
"CC: small ribosomal subunit","CC","GO:0015935","small ribosomal subunit",12,5,7,-0.588395600540525,2.05054059131019,1.70789047347129,0.214638070072336,-2.22859993912039,0.381021719338097,"mixed"
"BP: response to transforming growth factor beta","BP","GO:0071559","response to transforming growth factor beta",12,5,7,-0.299437455727259,1.79256909448711,1.70691903127943,0.308081736352336,-1.73254923216061,0.277695518954864,"mixed"
"BP: regulation of immune effector process","BP","GO:0002697","regulation of immune effector process",12,7,5,0.298018987170863,1.76012028430046,1.70532423258266,0.334329362417636,-1.67220835640565,0.183756311857748,"mixed"
"BP: ossification","BP","GO:0001503","ossification",12,6,6,-0.0434418870634428,1.84149720631173,1.70235275401088,0.262588599014902,-1.78923652813776,0.277085027413747,"mixed"
"BP: extrinsic apoptotic signaling pathway","BP","GO:0097191","extrinsic apoptotic signaling pathway",12,7,5,0.283974921081987,1.76776658669759,1.7022127253564,0.255429316780964,-1.70155800490219,0.219104229257228,"mixed"
"CC: coated vesicle","CC","GO:0030135","coated vesicle",12,7,5,0.271691507851469,1.76074513892148,1.68558018285357,0.267964755233472,-1.70775263715147,0.147532465309732,"mixed"
"BP: regulation of apoptotic signaling pathway","BP","GO:2001233","regulation of apoptotic signaling pathway",12,6,6,0.0489702434775254,1.72034753437101,1.6832997275676,0.240374533687106,-1.58535924061255,0.207006326550833,"mixed"
"MF: tubulin binding","MF","GO:0015631","tubulin binding",12,7,5,0.324195583719111,1.6778989709117,1.67682346923603,0.179179258735584,-1.56948345600457,0.0985474222088198,"mixed"
"BP: vacuolar transport","BP","GO:0007034","vacuolar transport",12,5,7,-0.279774851110737,1.7328399558884,1.67327181896126,0.151115981325185,-1.67480818687645,0.201639425720464,"mixed"
"MF: receptor ligand activity","MF","GO:0048018","receptor ligand activity",12,9,3,0.817666423420028,1.56188929123611,1.67030197947135,0.28299399288567,-1.74024024473395,0.105472382255116,"mixed"
"BP: heart contraction","BP","GO:0060047","heart contraction",12,8,4,0.568394659514189,1.61860524736663,1.65593540682217,0.158906236503088,-1.60668683510178,0.292162638216438,"mixed"
"CC: apical part of cell","CC","GO:0045177","apical part of cell",12,7,5,0.245641127528279,1.72790173744084,1.63529463041829,0.207017320617301,-1.69987377651774,0.188316432209918,"mixed"
"BP: viral life cycle","BP","GO:0019058","viral life cycle",12,6,6,0.0100999897068674,1.71271590953387,1.62981411300627,0.372531508674075,-1.60961413359254,0.135476149275764,"mixed"
"BP: regulation of cellular response to growth factor stimulus","BP","GO:0090287","regulation of cellular response to growth factor stimulus",12,6,6,-0.0241659353499695,1.73671598922309,1.62895774244455,0.198138439109928,-1.67728961314449,0.193854463539688,"mixed"
"BP: positive regulation of cell-cell adhesion","BP","GO:0022409","positive regulation of cell-cell adhesion",12,7,5,0.210360944352653,1.74046376049768,1.60750298146145,0.271348907892656,-1.74563790759967,0.146522260754136,"mixed"
"BP: regulation of monoatomic ion transport","BP","GO:0043269","regulation of monoatomic ion transport",12,8,4,0.548097394139062,1.5236013449215,1.57569460942258,0.146596598678885,-1.50709703642797,0.117746644539035,"mixed"
"CC: transporter complex","CC","GO:1990351","transporter complex",12,6,6,-0.0319999869781844,1.66255477866911,1.54149787772571,0.0936570466333072,-1.60549785168208,0.360657105344532,"mixed"
"BP: regulation of neuron projection development","BP","GO:0010975","regulation of neuron projection development",12,8,4,0.54552993313092,1.46841495570526,1.53436863656501,0.1342520925328,-1.43214747373727,0.204331739466698,"mixed"
"BP: cellular response to insulin stimulus","BP","GO:0032869","cellular response to insulin stimulus",12,7,5,0.26871610468077,1.56548379171263,1.53351371065592,0.109568128916112,-1.50200054368444,0.0522621791255031,"mixed"
"BP: regulation of protein catabolic process","BP","GO:0042176","regulation of protein catabolic process",12,6,6,-0.0033116254282358,1.58989794288832,1.51301740375744,0.0745454359440293,-1.51964065461391,0.193235788450941,"mixed"
"BP: cell junction assembly","BP","GO:0034329","cell junction assembly",12,10,2,0.965194507346035,1.25483025830126,1.50109044776085,0.099721142933695,-1.71428519472804,0.00473859851298213,"mixed"
"BP: establishment of protein localization to organelle","BP","GO:0072594","establishment of protein localization to organelle",12,5,7,-0.295539640928983,1.58059705763703,1.48682305841149,0.0902126783815719,-1.5686558547436,0.190938959797371,"mixed"
"MF: GTP binding","MF","GO:0005525","GTP binding",12,7,5,0.282698541267671,1.47220732010698,1.47322561466353,0.0471154996846222,-1.38403936148654,0.0641481400198776,"mixed"
"BP: establishment of organelle localization","BP","GO:0051656","establishment of organelle localization",12,7,5,0.274686469519246,1.48938489631838,1.4655732989695,0.285178080267318,-1.39255509171111,0.147503929633363,"mixed"
"MF: structural constituent of chromatin","MF","GO:0030527","structural constituent of chromatin",11,7,4,0.730379144368393,2.46170535187347,2.48473717940027,0.338349602876306,-2.33974741693738,0.471146281784598,"mixed"
"BP: mitotic sister chromatid segregation","BP","GO:0000070","mitotic sister chromatid segregation",11,4,7,-0.379156549704976,2.21749482369684,2.37531856938214,0.426791564282387,-1.95314233204047,0.394932143022765,"mixed"
"CC: nucleosome","CC","GO:0000786","nucleosome",11,7,4,0.6283663498895,2.4099789381969,2.34404400192253,0.396141842053838,-2.37406954116829,0.39794510171002,"mixed"
"BP: metaphase chromosome alignment","BP","GO:0051310","metaphase chromosome alignment",11,4,7,-0.347578599385749,2.12498592272612,2.30227341200974,0.362731011141695,-1.8617797487546,0.322601866101666,"mixed"
"BP: sister chromatid segregation","BP","GO:0000819","sister chromatid segregation",11,4,7,-0.418217607792255,2.17573303177807,2.28593430612103,0.461085808304127,-1.96344727288556,0.350344727511191,"mixed"
"BP: attachment of spindle microtubules to kinetochore","BP","GO:0008608","attachment of spindle microtubules to kinetochore",11,5,6,-0.0424387961073099,2.23149208524475,2.25696997902121,0.390276335464804,-1.95861277538108,0.379359171297768,"mixed"
"BP: nuclear chromosome segregation","BP","GO:0098813","nuclear chromosome segregation",11,4,7,-0.404017755058157,2.13665568200097,2.25201636526516,0.470524494803013,-1.92175153810005,0.328155269917624,"mixed"
"BP: negative regulation of mitotic metaphase/anaphase transition","BP","GO:0045841","negative regulation of mitotic metaphase/anaphase transition",11,5,6,-0.0816756713716755,2.26158098265867,2.24956199712999,0.482733573951432,-2.02437372845639,0.281978302833514,"mixed"
"BP: negative regulation of mitotic sister chromatid segregation","BP","GO:0033048","negative regulation of mitotic sister chromatid segregation",11,5,6,-0.0816756713716755,2.26158098265867,2.24956199712999,0.482733573951432,-2.02437372845639,0.281978302833514,"mixed"
"BP: negative regulation of mitotic sister chromatid separation","BP","GO:2000816","negative regulation of mitotic sister chromatid separation",11,5,6,-0.0816756713716755,2.26158098265867,2.24956199712999,0.482733573951432,-2.02437372845639,0.281978302833514,"mixed"
"BP: negative regulation of sister chromatid segregation","BP","GO:0033046","negative regulation of sister chromatid segregation",11,5,6,-0.0816756713716755,2.26158098265867,2.24956199712999,0.482733573951432,-2.02437372845639,0.281978302833514,"mixed"
"BP: establishment of chromosome localization","BP","GO:0051303","establishment of chromosome localization",11,4,7,-0.365066433441775,2.09890864274259,2.24909615297387,0.391295362035137,-1.85887362567929,0.326403410628544,"mixed"
"BP: regulation of chromosome segregation","BP","GO:0051983","regulation of chromosome segregation",11,4,7,-0.468088062995009,2.18736514954928,2.24560775396683,0.489256141115762,-2.0187713869732,0.373862031801375,"mixed"
"BP: mitotic spindle assembly checkpoint signaling","BP","GO:0007094","mitotic spindle assembly checkpoint signaling",11,5,6,-0.0753925888135663,2.23428802370268,2.22926975564096,0.473033865586599,-1.99594454252567,0.259585872291951,"mixed"
"BP: mitotic spindle checkpoint signaling","BP","GO:0071174","mitotic spindle checkpoint signaling",11,5,6,-0.0753925888135663,2.23428802370268,2.22926975564096,0.473033865586599,-1.99594454252567,0.259585872291951,"mixed"
"BP: spindle assembly checkpoint signaling","BP","GO:0071173","spindle assembly checkpoint signaling",11,5,6,-0.0753925888135663,2.23428802370268,2.22926975564096,0.473033865586599,-1.99594454252567,0.259585872291951,"mixed"
"BP: chromosome localization","BP","GO:0050000","chromosome localization",11,4,7,-0.365648922174065,2.08125986080059,2.22660797169761,0.416799087896101,-1.84693857581502,0.304561203919413,"mixed"
"BP: nuclear division","BP","GO:0000280","nuclear division",11,4,7,-0.348225556274161,2.0505884226574,2.19113990281473,0.425361424727802,-1.79929153289639,0.402839245770338,"mixed"
"BP: nucleosome assembly","BP","GO:0006334","nucleosome assembly",11,6,5,0.211489287336197,2.27627384801727,2.15981359173604,0.396927915112141,-2.12649987794361,0.479503703629558,"mixed"
"CC: basement membrane","CC","GO:0005604","basement membrane",11,7,4,0.548246001397872,2.18973870057469,2.11480869085379,0.254421981131625,-2.19323870514998,0.326286324229333,"mixed"
"BP: organelle fission","BP","GO:0048285","organelle fission",11,4,7,-0.341755558891179,1.95497125715142,2.08157708082821,0.431897189281574,-1.72651706730226,0.352705079681384,"mixed"
"BP: DNA replication","BP","GO:0006260","DNA replication",11,4,7,-0.531491913700707,2.07385142680376,2.02378605329732,0.622550653792398,-1.99165075198529,0.365982847799689,"mixed"
"MF: growth factor binding","MF","GO:0019838","growth factor binding",11,6,5,0.217155696446172,2.08362867156276,2.01622721472461,0.276201723655511,-1.94173012548796,0.278279320471055,"mixed"
"MF: extracellular matrix binding","MF","GO:0050840","extracellular matrix binding",11,8,3,0.90321234812104,1.92279483746111,2.01587010466947,0.276819342489075,-2.06387500267477,0.245068279895468,"mixed"
"BP: DNA integrity checkpoint signaling","BP","GO:0031570","DNA integrity checkpoint signaling",11,3,8,-0.690565700193334,1.74682010054693,2.00106537282866,0.362781297809819,-1.69992735257658,0.228492899070476,"mixed"
"BP: positive regulation of cell cycle process","BP","GO:0090068","positive regulation of cell cycle process",11,5,6,-0.151120857956947,2.08067988989898,1.99280350217942,0.46476739468736,-1.93772449140392,0.242684795335852,"mixed"
"CC: COPII-coated ER to Golgi transport vesicle","CC","GO:0030134","COPII-coated ER to Golgi transport vesicle",11,4,7,-0.445508638423149,1.93369373404144,1.9796591850896,0.210511037094712,-1.83131882328758,0.219744136201959,"mixed"
"CC: apical junction complex","CC","GO:0043296","apical junction complex",11,7,4,0.696534741279797,1.77606860500208,1.96691089075541,0.27741142288151,-1.52662352030252,0.0724218180921806,"mixed"
"CC: mitotic spindle","CC","GO:0072686","mitotic spindle",11,5,6,-0.0473065762535874,1.91870187761607,1.93895982091981,0.359662636816873,-1.70252857389808,0.162425324852901,"mixed"
"CC: lysosomal membrane","CC","GO:0005765","lysosomal membrane",11,5,6,0.00871196322395734,1.86366578921103,1.93746330915526,0.345963484994851,-1.59858082505213,0.174922492168309,"mixed"
"CC: lytic vacuole membrane","CC","GO:0098852","lytic vacuole membrane",11,5,6,0.00871196322395734,1.86366578921103,1.93746330915526,0.345963484994851,-1.59858082505213,0.174922492168309,"mixed"
"BP: collagen metabolic process","BP","GO:0032963","collagen metabolic process",11,6,5,0.16320137562507,2.05276643753866,1.92596179618209,0.41978782827433,-1.95211112904335,0.245311334475165,"mixed"
"CC: vacuolar lumen","CC","GO:0005775","vacuolar lumen",11,7,4,0.5540949532999,1.9231352177684,1.9172910715997,0.407745948674979,-1.83149825372475,0.267460096714734,"mixed"
"BP: regulation of inflammatory response","BP","GO:0050727","regulation of inflammatory response",11,5,6,-0.018648148383085,1.86365546960923,1.9058904719199,0.361630751001362,-1.62243033196891,0.226742865048681,"mixed"
"CC: vacuolar membrane","CC","GO:0005774","vacuolar membrane",11,5,6,-0.01711862326851,1.85487997753404,1.89930100354937,0.373770783690074,-1.61413497895008,0.19020543812149,"mixed"
"BP: regulation of extracellular matrix organization","BP","GO:1903053","regulation of extracellular matrix organization",11,7,4,0.532169483804415,1.90096386043747,1.89896701470648,0.163413760830707,-1.85972619527419,0.0702458819221795,"mixed"
"BP: cell-matrix adhesion","BP","GO:0007160","cell-matrix adhesion",11,7,4,0.481097446033459,1.95745448561704,1.88085864673786,0.256768619700587,-1.96848465519924,0.260493168525084,"mixed"
"BP: coagulation","BP","GO:0050817","coagulation",11,7,4,0.488721263254428,1.94787939731934,1.87603311857143,0.327177990499857,-1.93907448355032,0.289171690679682,"mixed"
"BP: blood coagulation","BP","GO:0007596","blood coagulation",11,7,4,0.485494459157708,1.95261378159128,1.87597628924943,0.332326052157451,-1.9478487435028,0.286151221386805,"mixed"
"BP: positive regulation of cell cycle","BP","GO:0045787","positive regulation of cell cycle",11,5,6,-0.14649026814803,1.96523788172284,1.87258400313982,0.456763685919266,-1.82905216088791,0.289024343681004,"mixed"
"CC: vesicle lumen","CC","GO:0031983","vesicle lumen",11,7,4,0.527269015277457,1.88689304928599,1.86597238571208,0.387829130727016,-1.81546188298314,0.259965345026557,"mixed"
"BP: hemostasis","BP","GO:0007599","hemostasis",11,7,4,0.484173052745756,1.93543369011731,1.86347739743488,0.310761530731802,-1.92960955046021,0.29260335234318,"mixed"
"BP: striated muscle cell development","BP","GO:0055002","striated muscle cell development",11,7,4,0.549843005200447,1.83362980364698,1.85706638593059,0.304494660823309,-1.73779791107731,0.238499448077438,"mixed"
"BP: DNA recombination","BP","GO:0006310","DNA recombination",11,4,7,-0.461040195315731,1.86948408494199,1.8537934273435,0.455023763678411,-1.78380226540672,0.328342377482003,"mixed"
"MF: cytokine receptor binding","MF","GO:0005126","cytokine receptor binding",11,6,5,0.192126126585201,1.88167283808146,1.81485075424321,0.311389136711812,-1.75514342660441,0.202117451177131,"mixed"
"CC: secretory granule membrane","CC","GO:0030667","secretory granule membrane",11,6,5,0.217320765759504,1.85157699291369,1.80864219297697,0.36056219554105,-1.69226494690146,0.227451557635363,"mixed"
"BP: regulation of DNA replication","BP","GO:0006275","regulation of DNA replication",11,4,7,-0.498790668398996,1.84137617354708,1.79744752341823,0.402340489245127,-1.81092677800884,0.215360547290862,"mixed"
"CC: endocytic vesicle","CC","GO:0030139","endocytic vesicle",11,6,5,0.224632081610886,1.82278477555993,1.79732713574949,0.298644608521665,-1.66260198335544,0.180983348278501,"mixed"
"MF: actin filament binding","MF","GO:0051015","actin filament binding",11,8,3,0.804314696649052,1.70456693473427,1.7912666195517,0.204567765335316,-1.82755709775801,0.307984045071758,"mixed"
"BP: cellular response to transforming growth factor beta stimulus","BP","GO:0071560","cellular response to transforming growth factor beta stimulus",11,4,7,-0.443489965985719,1.78470743432058,1.78352533312616,0.267468805217998,-1.7160701369068,0.277661954551827,"mixed"
"BP: respiratory electron transport chain","BP","GO:0022904","respiratory electron transport chain",11,5,6,-0.32253401235813,2.0632427914617,1.78288771279946,0.148148358394659,-2.07705211665612,0.607932652046627,"mixed"
"BP: lymphocyte proliferation","BP","GO:0046651","lymphocyte proliferation",11,6,5,0.160508834672121,1.88110577722416,1.78154631757432,0.358346981620952,-1.78473614481052,0.119437617630729,"mixed"
"BP: regulation of blood pressure","BP","GO:0008217","regulation of blood pressure",11,7,4,0.55333763961246,1.71361258861385,1.77944233616082,0.259761211758505,-1.59234557934717,0.0830074755017613,"mixed"
"CC: spindle","CC","GO:0005819","spindle",11,5,6,-0.128513923912809,1.84719257692605,1.7761336823321,0.41656760263746,-1.71572026245023,0.186190013591483,"mixed"
"CC: clathrin-coated endocytic vesicle","CC","GO:0045334","clathrin-coated endocytic vesicle",11,5,6,-0.169955657372031,1.86553613180009,1.76914389430191,0.201901363423572,-1.78587195043365,0.185227316940563,"mixed"
"CC: Z disc","CC","GO:0030018","Z disc",11,8,3,0.718247264014078,1.81440008592251,1.76764019234357,0.270236377426491,-2.08013387819791,0.230941144750352,"mixed"
"BP: interleukin-6 production","BP","GO:0032635","interleukin-6 production",11,5,6,-0.0811669930435241,1.78757119828846,1.7650365390736,0.402350433930715,-1.61966993647446,0.111605690791261,"mixed"
"BP: regulation of interleukin-6 production","BP","GO:0032675","regulation of interleukin-6 production",11,5,6,-0.0811669930435241,1.78757119828846,1.7650365390736,0.402350433930715,-1.61966993647446,0.111605690791261,"mixed"
"BP: cell-substrate junction assembly","BP","GO:0007044","cell-substrate junction assembly",11,7,4,0.414616135706759,1.88538536219,1.76228637188993,0.268398075656837,-1.94380677761378,0.225399250772371,"mixed"
"BP: adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","BP","GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",11,6,5,0.191053572918026,1.82115217487487,1.75350149939918,0.401459545335703,-1.68388393885936,0.184180010225905,"mixed"
"BP: cell fate commitment","BP","GO:0045165","cell fate commitment",11,5,6,-0.0860262131059598,1.76784985962033,1.75125585374308,0.214706102487714,-1.61709460214682,0.158421578371099,"mixed"
"BP: cell-substrate junction organization","BP","GO:0150115","cell-substrate junction organization",11,7,4,0.445743985883364,1.82483006228837,1.74888736772877,0.271414823169842,-1.83475693234609,0.236667880641581,"mixed"
"CC: lamellipodium","CC","GO:0030027","lamellipodium",11,7,4,0.465532303731083,1.79841243575276,1.7474631765728,0.295529458542588,-1.77784672374192,0.247939335770373,"mixed"
"BP: connective tissue development","BP","GO:0061448","connective tissue development",11,6,5,0.0861942998168001,1.90559192684012,1.73393945533399,0.236860297391742,-1.89109988680383,0.219912384018665,"mixed"
"BP: positive regulation of chemotaxis","BP","GO:0050921","positive regulation of chemotaxis",11,6,5,0.116995880949203,1.87537688546324,1.73117753464047,0.338209618371621,-1.82002210348032,0.226256529632037,"mixed"
"BP: regulation of muscle system process","BP","GO:0090257","regulation of muscle system process",11,6,5,0.214231682339221,1.75490387513174,1.72990814851812,0.269562887588931,-1.60458007707546,0.165471580641957,"mixed"
